Admin_name,Full_id,Admin_id,2009,1999,1989
Barroças e Taias,10101160405,160405,52,57,133
Bela,10101160406,160406,58,78,201
Cambeses,10101160407,160407,63,55,125
Ceivães,10101160408,160408,65,77,104
Lapela,10101160409,160409,20,27,53
Lara,10101160410,160410,52,55,84
Longos Vales,10101160411,160411,154,186,349
Lordelo,10101160412,160412,41,31,33
Luzio,10101160413,160413,38,46,57
Mazedo,10101160414,160414,118,90,265
Merufe,10101160415,160415,187,369,646
Messegães,10101160416,160416,20,34,65
Monção,10101160417,160417,31,11,125
Moreira,10101160418,160418,120,123,205
Parada,10101160419,160419,24,52,51
Pias,10101160420,160420,155,224,245
Pinheiros,10101160421,160421,69,85,129
Podame,10101160422,160422,34,43,106
Portela,10101160423,160423,24,76,192
Riba de Mouro,10101160424,160424,159,148,382
Sá,10101160425,160425,33,62,59
Sago,10101160426,160426,49,62,107
Segude,10101160427,160427,63,82,84
Tangil,10101160428,160428,178,200,479
Troporiz,10101160429,160429,11,14,41
Troviscoso,10101160430,160430,43,93,87
Trute,10101160431,160431,40,65,124
Valadares,10101160432,160432,54,53,65
Cortes,10101160433,160433,61,32,0
Paredes de Coura,101011605,11605,1783,2489,3325
Agualonga,10101160501,160501,78,112,105
Bico,10101160502,160502,168,201,215
Castanheira,10101160503,160503,109,154,194
Cossourado,10101160504,160504,54,59,110
Coura,10101160505,160505,80,98,164
Cristelo,10101160506,160506,81,105,141
Cunha,10101160507,160507,130,174,212
Ferreira,10101160508,160508,63,153,174
Formariz,10101160509,160509,68,118,249
Infesta,10101160510,160510,101,148,195
Insalde,10101160511,160511,189,228,232
Linhares,10101160512,160512,25,45,73
Mozelos,10101160513,160513,53,55,112
Padornelo,10101160514,160514,129,141,239
Parada,10101160515,160515,68,119,136
Paredes de Coura,10101160516,160516,51,60,132
Porreiras,10101160517,160517,19,38,58
Resende,10101160518,160518,52,74,125
Romarigães,10101160519,160519,92,101,117
Rubiães,10101160520,160520,103,177,230
Vascões,10101160521,160521,71,128,112
Ponte da Barca,101011606,11606,1041,2013,3237
Azias,10101160601,160601,81,162,162
Boivães,10101160602,160602,79,112,145
Bravães,10101160603,160603,65,156,150
Britelo,10101160604,160604,16,24,112
Crasto,10101160605,160605,76,124,234
Cuide de Vila Verde,10101160606,160606,38,71,146
Entre Ambos-os-Rios,10101160607,160607,12,56,142
Ermida,10101160608,160608,11,16,85
Germil,10101160609,160609,6,27,33
Grovelas,10101160610,160610,34,59,73
Lavradas,10101160611,160611,114,228,315
Lindoso,10101160612,160612,16,65,295
Nogueira,10101160613,160613,16,57,104
Oleiros,10101160614,160614,95,152,133
Paço Vedro de Magalhães,10101160615,160615,17,37,100
Ponte da Barca,10101160616,160616,3,7,20
Ruivos,10101160617,160617,35,64,63
Touvedo (Salvador),10101160618,160618,18,13,44
Sampriz,10101160619,160619,90,93,196
Vila Chã (Santiago),10101160620,160620,2,19,46
Vila Chã (São João Baptista),10101160621,160621,32,125,200
Touvedo (São Lourenço),10101160622,160622,29,33,55
Vade (São Pedro),10101160623,160623,20,54,70
Vade (São Tomé),10101160624,160624,24,62,110
Vila Nova de Muía,10101160625,160625,112,194,205
Ponte de Lima,101011607,11607,2614,6094,8655
Anais,10101160701,160701,58,164,250
Arca,10101160702,160702,22,71,58
Arcos,10101160703,160703,38,152,156
Arcozelo,10101160704,160704,62,187,445
Ardegão,10101160705,160705,48,60,68
Bárrio,10101160706,160706,25,61,106
Beiral do Lima,10101160707,160707,148,174,213
Bertiandos,10101160708,160708,3,45,114
Boalhosa,10101160709,160709,48,37,71
Brandara,10101160710,160710,11,72,145
Cabaços,10101160711,160711,46,140,191
Cabração,10101160712,160712,6,21,25
Calheiros,10101160713,160713,71,115,262
Calvelo,10101160714,160714,65,247,190
Cepões,10101160715,160715,24,63,117
Correlhã,10101160716,160716,148,356,418
Estorãos,10101160717,160717,8,129,78
Facha,10101160718,160718,43,181,283
Feitosa,10101160719,160719,18,61,100
Fojo Lobal,10101160720,160720,28,67,95
Fontão,10101160721,160721,15,76,113
Fornelos,10101160722,160722,98,264,468
Freixo,10101160723,160723,50,155,188
Friastelas,10101160724,160724,45,109,145
Gaifar,10101160725,160725,69,115,112
Gandra,10101160726,160726,119,114,200
Gemieira,10101160727,160727,76,117,211
Gondufe,10101160728,160728,76,160,172
Labruja,10101160729,160729,47,77,141
Labrujó,10101160730,160730,65,56,78
Mato,10101160731,160731,56,105,80
Moreira do Lima,10101160732,160732,65,225,172
Navió,10101160733,160733,19,50,76
Poiares,10101160734,160734,120,222,244
Ponte de Lima,10101160735,160735,6,16,17
Queijada,10101160736,160736,16,40,96
Refóios do Lima,10101160737,160737,215,408,650
Rendufe,10101160738,160738,46,64,93
Ribeira,10101160739,160739,59,211,394
Sá,10101160740,160740,3,30,66
Sandiães,10101160741,160741,32,78,153
Santa Comba,10101160742,160742,5,45,62
Santa Cruz do Lima,10101160743,160743,43,84,75
Rebordões (Santa Maria),10101160744,160744,53,108,166
Seara,10101160745,160745,13,62,71
Serdedelo,10101160746,160746,28,108,133
Rebordões (Souto),10101160747,160747,66,165,310
Vilar das Almas,10101160748,160748,25,119,125
Vilar do Monte,10101160749,160749,25,46,82
Vitorino das Donas,10101160750,160750,8,54,122
Vitorino dos Piães,10101160751,160751,130,209,250
Valença,101011608,11608,808,1140,2008
Arão,10101160801,160801,9,26,34
Boivão,10101160802,160802,35,38,89
Cerdal,10101160803,160803,113,225,374
Cristelo Covo,10101160804,160804,20,17,46
Fontoura,10101160805,160805,160,124,245
Friestas,10101160806,160806,15,36,56
Gandra,10101160807,160807,45,103,206
Ganfei,10101160808,160808,68,89,139
Gondomil,10101160809,160809,67,86,117
Sanfins,10101160810,160810,22,21,72
São Julião,10101160811,160811,80,103,135
São Pedro da Torre,10101160812,160812,29,87,138
Silva,10101160813,160813,16,61,138
Taião,10101160814,160814,53,41,83
Valença,10101160815,160815,7,29,62
Verdoejo,10101160816,160816,71,55,74
Viana do Castelo,101011609,11609,1256,3183,5958
Afife,10101160901,160901,2,9,22
Alvarães,10101160902,160902,15,121,294
Amonde,10101160903,160903,10,49,98
Anha,10101160904,160904,40,48,113
Areosa,10101160905,160905,16,18,26
Barroselas,10101160906,160906,62,81,247
Cardielos,10101160907,160907,3,46,72
Carreço,10101160908,160908,14,72,18
Carvoeiro,10101160909,160909,84,141,179
Castelo do Neiva,10101160910,160910,49,135,308
Darque,10101160911,160911,1,29,49
Deão,10101160912,160912,39,91,239
Deocriste,10101160913,160913,31,72,119
Freixieiro de Soutelo,10101160914,160914,72,91,141
Lanheses,10101160915,160915,6,72,144
Mazarefes,10101160916,160916,43,60,86
Meadela,10101160917,160917,25,94,176
Meixedo,10101160918,160918,35,57,90
Viana do Castelo (Monserrate),10101160919,160919,0,0,0
Montaria,10101160920,160920,17,113,149
Moreira de Geraz do Lima,10101160921,160921,0,46,87
Mujães,10101160922,160922,23,46,79
Neiva,10101160923,160923,12,84,125
Nogueira,10101160924,160924,16,73,195
Outeiro,10101160925,160925,60,111,225
Perre,10101160926,160926,96,277,405
Portela Susã,10101160927,160927,18,88,99
Portuzelo,10101160928,160928,70,248,381
Geraz do Lima (Santa Leocádia),10101160929,160929,51,99,265
Geraz do Lima (Santa Maria),10101160930,160930,52,86,210
Viana do Castelo (Santa Maria Maior),10101160931,160931,4,6,29
Serreleis,10101160932,160932,19,59,104
Subportela,10101160933,160933,30,138,239
Torre,10101160934,160934,28,48,97
Vila Franca,10101160935,160935,45,136,221
Vila Fria,10101160936,160936,54,66,139
Vila Mou,10101160937,160937,2,22,75
Vila de Punhe,10101160938,160938,35,51,180
Vilar de Murteda,10101160939,160939,28,41,94
Chafé,10101160940,160940,51,60,137
Vila Nova de Cerveira,101011610,11610,382,748,1586
Campos,10101161001,161001,44,105,189
Candemil,10101161002,161002,26,46,95
Cornes,10101161003,161003,47,77,137
Covas,10101161004,161004,50,72,266
Gondar,10101161005,161005,11,26,85
Gondarém,10101161006,161006,10,48,26
Loivo,10101161007,161007,9,21,22
Lovelhe,10101161008,161008,6,38,45
Mentrestido,10101161009,161009,24,39,195
Nogueira,10101161010,161010,24,33,73
Reboreda,10101161011,161011,70,104,166
Sapardos,10101161012,161012,39,36,159
Sopo,10101161013,161013,9,45,36
Vila Meã,10101161014,161014,11,58,68
Vila Nova de Cerveira,10101161015,161015,1,0,24
Cávado,10102,10102,19198,27649,40422
Amares,101020301,20301,1181,2077,3319
Amares,10102030101,30101,49,24,61
Barreiros,10102030102,30102,61,101,114
Besteiros,10102030103,30103,29,56,53
Bico,10102030104,30104,14,65,67
Caires,10102030105,30105,66,83,155
Caldelas,10102030106,30106,17,85,190
Carrazedo,10102030107,30107,120,258,169
Dornelas,10102030108,30108,79,108,189
Ferreiros,10102030109,30109,42,80,184
Figueiredo,10102030110,30110,42,62,150
Fiscal,10102030111,30111,45,123,251
Goães,10102030112,30112,65,95,130
Lago,10102030113,30113,39,85,186
Paranhos,10102030114,30114,25,33,84
Paredes Secas,10102030115,30115,27,41,76
Portela,10102030116,30116,14,36,47
Prozelo,10102030117,30117,48,115,151
Rendufe,10102030118,30118,176,207,117
Bouro (Santa Maria),10102030119,30119,20,87,227
Bouro (Santa Marta),10102030120,30120,39,99,226
Sequeiros,10102030121,30121,17,52,113
Seramil,10102030122,30122,69,70,118
Torre,10102030123,30123,22,44,142
Vilela,10102030124,30124,58,68,117
Barcelos,101020302,20302,9348,11711,15180
Abade de Neiva,10102030201,30201,149,174,241
Aborim,10102030202,30202,54,68,73
Adães,10102030203,30203,98,93,187
Aguiar,10102030204,30204,56,83,101
Airó,10102030205,30205,74,94,199
Aldreu,10102030206,30206,53,105,137
Alheira,10102030207,30207,71,124,241
Alvelos,10102030208,30208,92,157,185
Arcozelo,10102030209,30209,46,79,102
Areias,10102030210,30210,15,41,45
Areias de Vilar,10102030211,30211,102,177,184
Balugães,10102030212,30212,51,74,111
Barcelinhos,10102030213,30213,53,65,92
Barcelos,10102030214,30214,0,0,0
Barqueiros,10102030215,30215,162,273,277
Cambeses,10102030216,30216,110,158,164
Campo,10102030217,30217,75,119,143
Carapeços,10102030218,30218,64,124,200
Carreira,10102030219,30219,235,251,351
Carvalhal,10102030220,30220,82,116,164
Carvalhos,10102030221,30221,70,90,82
Chavão,10102030222,30222,88,131,167
Chorente,10102030223,30223,271,288,307
Cossourado,10102030224,30224,144,216,273
Courel,10102030225,30225,138,199,169
Couto,10102030226,30226,20,35,50
Creixomil,10102030227,30227,112,120,205
Cristelo,10102030228,30228,389,425,454
Durrães,10102030229,30229,6,42,89
Encourados,10102030230,30230,45,109,89
Faria,10102030231,30231,118,112,139
Feitos,10102030232,30232,17,30,53
Fonte Coberta,10102030233,30233,30,62,63
Fornelos,10102030234,30234,146,123,151
Fragoso,10102030235,30235,129,185,244
Gamil,10102030236,30236,51,79,162
Gilmonde,10102030237,30237,96,123,173
Góios,10102030238,30238,117,160,244
Grimancelos,10102030239,30239,70,94,129
Gueral,10102030240,30240,110,196,229
Igreja Nova,10102030241,30241,41,67,83
Lama,10102030242,30242,50,86,150
Lijó,10102030243,30243,174,186,237
Macieira de Rates,10102030244,30244,341,403,525
Manhente,10102030245,30245,258,172,163
Mariz,10102030246,30246,45,69,92
Martim,10102030247,30247,82,133,213
Midões,10102030248,30248,63,74,142
Milhazes,10102030249,30249,144,159,204
Minhotães,10102030250,30250,278,234,231
Monte de Fralães,10102030251,30251,42,45,61
Moure,10102030252,30252,101,94,150
Negreiros,10102030253,30253,219,230,302
Oliveira,10102030254,30254,100,123,192
Palme,10102030255,30255,97,120,251
Panque,10102030256,30256,77,165,204
Paradela,10102030257,30257,227,228,183
Pedra Furada,10102030258,30258,68,79,102
Pereira,10102030259,30259,38,58,174
Perelhal,10102030260,30260,97,125,258
Pousa,10102030261,30261,140,174,184
Quintiães,10102030262,30262,74,85,105
Remelhe,10102030263,30263,129,230,283
Roriz,10102030264,30264,265,341,376
Rio Covo (Santa Eugénia),10102030265,30265,110,100,162
Rio Covo (Santa Eulália),10102030266,30266,121,130,182
Tamel (Santa Leocádia),10102030267,30267,57,54,109
Galegos (Santa Maria),10102030268,30268,36,81,47
Bastuço (Santo Estêvão),10102030269,30269,57,65,107
Bastuço (São João),10102030270,30270,79,61,110
Alvito (São Martinho),10102030271,30271,75,67,77
Galegos (São Martinho),10102030272,30272,52,49,46
Vila Frescainha (São Martinho),10102030273,30273,76,87,180
Alvito (São Pedro),10102030274,30274,131,127,120
Vila Frescainha (São Pedro),10102030275,30275,37,59,108
Tamel (São Pedro Fins),10102030276,30276,41,61,69
Tamel (São Veríssimo),10102030277,30277,43,86,89
Sequeade,10102030278,30278,79,113,97
Silva,10102030279,30279,69,64,85
Silveiros,10102030280,30280,153,190,252
Tregosa,10102030281,30281,47,47,45
Ucha,10102030282,30282,152,198,169
Várzea,10102030283,30283,71,81,142
Viatodos,10102030284,30284,163,234,272
Vila Boa,10102030285,30285,152,100,89
Vila Cova,10102030286,30286,314,323,523
Vila Seca,10102030287,30287,138,278,336
Vilar de Figos,10102030288,30288,108,127,162
Vilar do Monte,10102030289,30289,32,52,71
Braga,101020303,20303,3206,4931,6814
Adaúfe,10102030301,30301,238,335,414
Arcos,10102030302,30302,19,45,50
Arentim,10102030303,30303,60,95,150
Aveleda,10102030304,30304,32,55,76
Cabreiros,10102030305,30305,69,63,147
Celeirós,10102030306,30306,9,46,90
Braga (Cividade),10102030307,30307,1,0,0
Crespos,10102030308,30308,115,117,214
Cunha,10102030309,30309,111,132,148
Dume,10102030310,30310,81,180,235
Escudeiros,10102030311,30311,40,65,99
Espinho,10102030312,30312,90,129,147
Esporões,10102030313,30313,79,123,164
Ferreiros,10102030314,30314,25,83,91
Figueiredo,10102030315,30315,26,68,80
Fraião,10102030316,30316,5,10,51
Frossos,10102030317,30317,40,77,86
Gondizalves,10102030318,30318,27,57,75
Gualtar,10102030319,30319,5,27,96
Guisande,10102030320,30320,15,29,48
Lamaçães,10102030321,30321,14,50,69
Lamas,10102030322,30322,23,47,57
Lomar,10102030323,30323,44,76,93
Braga (Maximinos),10102030324,30324,22,50,58
Mire de Tibães,10102030325,30325,103,153,245
Morreira,10102030326,30326,57,66,87
Navarra,10102030327,30327,43,43,71
Nogueira,10102030328,30328,37,81,89
Nogueiró,10102030329,30329,21,21,86
Padim da Graça,10102030330,30330,47,87,115
Palmeira,10102030331,30331,158,195,306
Panoias,10102030332,30332,38,77,95
Parada de Tibães,10102030333,30333,78,87,107
Pedralva,10102030334,30334,157,198,244
Pousada,10102030335,30335,73,135,151
Priscos,10102030336,30336,98,178,182
Real,10102030337,30337,22,38,59
Ruilhe,10102030338,30338,49,89,101
Santa Lucrécia de Algeriz,10102030339,30339,27,54,149
Penso (Santo Estêvão),10102030340,30340,88,128,40
Braga (São João do Souto),10102030341,30341,0,0,0
Braga (São José de São Lázaro),10102030342,30342,1,0,0
Passos (São Julião),10102030343,30343,72,95,103
Este (São Mamede),10102030344,30344,87,59,159
Merelim (São Paio),10102030345,30345,56,51,105
Este (São Pedro),10102030346,30346,46,44,106
Merelim (São Pedro),10102030347,30347,89,118,122
Oliveira (São Pedro),10102030348,30348,38,59,85
Braga (São Vicente),10102030349,30349,0,7,36
Penso (São Vicente),10102030350,30350,71,79,79
Braga (São Vítor),10102030351,30351,4,25,44
Braga (Sé),10102030352,30352,0,0,0
Semelhe,10102030353,30353,69,127,165
Sequeira,10102030354,30354,82,146,200
Sobreposta,10102030355,30355,93,114,189
Tadim,10102030356,30356,25,51,171
Tebosa,10102030357,30357,38,67,105
Tenões,10102030358,30358,18,37,54
Trandeiras,10102030359,30359,29,51,56
Vilaça,10102030360,30360,31,86,79
Vimieiro,10102030361,30361,48,74,85
Fradelos,10102030362,30362,25,52,0
Esposende,101020306,20306,1451,2318,3554
Antas,10102030601,30601,59,162,140
Apúlia,10102030602,30602,250,299,542
Belinho,10102030603,30603,73,108,219
Curvos,10102030604,30604,32,71,121
Esposende,10102030605,30605,0,0,37
Fão,10102030606,30606,32,57,48
Fonte Boa,10102030607,30607,193,383,513
Forjães,10102030608,30608,20,153,372
Gandra,10102030609,30609,298,291,246
Gemeses,10102030610,30610,121,182,257
Mar,10102030611,30611,38,57,85
Marinhas,10102030612,30612,102,190,451
Palmeira de Faro,10102030613,30613,67,128,228
Rio Tinto,10102030614,30614,133,181,190
Vila Chã,10102030615,30615,33,55,104
Terras de Bouro,101020310,20310,906,1567,2398
Balança,10102031001,31001,29,86,168
Brufe,10102031002,31002,70,35,19
Campo do Gerês,10102031003,31003,8,5,66
Carvalheira,10102031004,31004,86,114,102
Chamoim,10102031005,31005,146,148,263
Chorense,10102031006,31006,41,123,211
Cibões,10102031007,31007,116,220,192
Covide,10102031008,31008,53,95,76
Gondoriz,10102031009,31009,53,100,137
Moimenta,10102031010,31010,26,61,114
Monte,10102031011,31011,18,163,76
Ribeira,10102031012,31012,17,32,89
Rio Caldo,10102031013,31013,67,116,238
Souto,10102031014,31014,26,65,153
Valdosende,10102031015,31015,48,75,189
Vilar,10102031016,31016,38,62,90
Vilar da Veiga,10102031017,31017,65,66,217
Vila Verde,101020313,20313,3104,5047,9156
Aboim da Nóbrega,10102031301,31301,99,232,460
Arcozelo,10102031302,31302,56,83,141
Atães,10102031303,31303,27,67,111
Atiães,10102031304,31304,65,145,169
Azões,10102031305,31305,16,36,84
Barbudo,10102031306,31306,82,115,265
Barros,10102031307,31307,33,55,73
Cabanelas,10102031308,31308,180,217,276
Cervães,10102031309,31309,44,153,349
Codeceda,10102031310,31310,33,54,78
Coucieiro,10102031311,31311,119,152,148
Covas,10102031312,31312,22,90,182
Dossãos,10102031313,31313,45,83,143
Duas Igrejas,10102031314,31314,129,214,450
Esqueiros,10102031315,31315,32,52,84
Freiriz,10102031316,31316,68,102,296
Geme,10102031317,31317,39,52,83
Goães,10102031318,31318,99,142,218
Godinhaços,10102031319,31319,65,111,188
Gomide,10102031320,31320,35,61,114
Gondiães,10102031321,31321,32,43,93
Gondomar,10102031322,31322,58,71,95
Laje,10102031323,31323,78,145,295
Lanhas,10102031324,31324,37,64,77
Loureira,10102031325,31325,18,67,101
Marrancos,10102031326,31326,82,72,107
Mós,10102031327,31327,41,36,137
Moure,10102031328,31328,85,91,254
Nevogilde,10102031329,31329,32,43,86
Oleiros,10102031330,31330,42,57,143
Parada de Gatim,10102031331,31331,36,74,170
Passó,10102031332,31332,14,29,55
Pedregais,10102031333,31333,32,53,150
Penascais,10102031334,31334,31,58,73
Pico,10102031335,31335,49,106,181
Pico de Regalados,10102031336,31336,40,113,202
Ponte,10102031337,31337,38,67,118
Portela das Cabras,10102031338,31338,26,28,50
Rio Mau,10102031339,31339,53,98,193
Sabariz,10102031340,31340,6,62,94
Sande,10102031341,31341,46,68,117
Vila de Prado,10102031342,31342,124,145,350
Oriz (Santa Marinha),10102031343,31343,52,55,101
Carreiras (Santiago),10102031344,31344,40,50,94
Escariz (São Mamede),10102031345,31345,51,77,180
Escariz (São Martinho),10102031346,31346,19,111,87
Valbom (São Martinho),10102031347,31347,46,50,69
Carreiras (São Miguel),10102031348,31348,39,76,172
Oriz (São Miguel),10102031349,31349,40,60,105
Prado (São Miguel),10102031350,31350,63,94,219
Valbom (São Pedro),10102031351,31351,28,35,61
Soutelo,10102031352,31352,130,137,270
Travassós,10102031353,31353,27,36,63
Turiz,10102031354,31354,48,91,152
Valdreu,10102031355,31355,180,231,265
Valões,10102031356,31356,30,51,84
Vila Verde,10102031357,31357,15,58,140
Vilarinho,10102031358,31358,8,30,42
Ave,10103,10103,17239,25905,39950
Fafe,101030307,30307,2627,4570,6776
Aboim,10103030701,30701,102,206,259
Agrela,10103030702,30702,21,28,67
Antime,10103030703,30703,37,111,129
Ardegão,10103030704,30704,23,32,40
Armil,10103030705,30705,43,88,145
Arnozela,10103030706,30706,29,54,115
Cepães,10103030707,30707,85,118,152
Estorãos,10103030708,30708,74,178,248
Fafe,10103030709,30709,79,101,231
Fareja,10103030710,30710,77,78,153
Felgueiras,10103030711,30711,47,67,56
Fornelos,10103030712,30712,63,104,135
Freitas,10103030713,30713,57,116,236
Golães,10103030714,30714,95,109,169
Gontim,10103030715,30715,46,79,102
Medelo,10103030716,30716,34,42,78
Monte,10103030717,30717,120,200,235
Moreira do Rei,10103030718,30718,138,326,393
Passos,10103030719,30719,70,125,194
Pedraído,10103030720,30720,58,76,129
Queimadela,10103030721,30721,163,292,301
Quinchães,10103030722,30722,93,148,157
Regadas,10103030723,30723,91,136,225
Revelhe,10103030724,30724,97,163,227
Ribeiros,10103030725,30725,58,89,125
Arões (Santa Cristina),10103030726,30726,60,57,128
Silvares (São Clemente),10103030727,30727,14,58,79
São Gens,10103030728,30728,224,339,534
Silvares (São Martinho),10103030729,30729,39,78,106
Arões (São Romão),10103030730,30730,64,120,242
Seidões,10103030731,30731,64,120,120
Serafão,10103030732,30732,68,129,354
Travassós,10103030733,30733,97,247,369
Várzea Cova,10103030734,30734,96,162,221
Vila Cova,10103030735,30735,42,109,195
Vinhós,10103030736,30736,59,85,127
Guimarães,101030308,30308,3262,5339,9047
Aldão,10103030801,30801,28,50,86
Arosa,10103030802,30802,15,33,56
Atães,10103030803,30803,82,177,311
Azurém,10103030804,30804,33,49,111
Balazar,10103030805,30805,15,62,82
Barco,10103030806,30806,28,55,118
Brito,10103030807,30807,112,171,178
Caldelas,10103030808,30808,63,95,111
Calvos,10103030809,30809,18,24,69
Castelões,10103030810,30810,38,57,93
Conde,10103030811,30811,28,32,78
Costa,10103030812,30812,19,61,120
Creixomil,10103030813,30813,31,78,80
Donim,10103030814,30814,10,46,63
Fermentões,10103030815,30815,99,129,191
Figueiredo,10103030816,30816,28,69,62
Gandarela,10103030817,30817,35,40,44
Gémeos,10103030818,30818,23,72,107
Gominhães,10103030819,30819,38,48,118
Gonça,10103030820,30820,55,92,216
Gondar,10103030821,30821,30,52,114
Gondomar,10103030822,30822,42,67,142
Guardizela,10103030823,30823,63,112,90
Infantas,10103030824,30824,86,102,236
Infias,10103030825,30825,0,0,110
Leitões,10103030826,30826,38,65,62
Longos,10103030827,30827,114,192,220
Lordelo,10103030828,30828,63,65,115
Mascotelos,10103030829,30829,20,23,48
Mesão Frio,10103030830,30830,34,104,179
Moreira de Cónegos,10103030831,30831,13,44,144
Nespereira,10103030832,30832,19,54,95
Oleiros,10103030833,30833,50,106,103
Guimarães (Oliveira do Castelo),10103030834,30834,10,0,0
Pencelo,10103030835,30835,40,59,102
Pinheiro,10103030836,30836,40,75,94
Polvoreira,10103030837,30837,41,73,151
Ponte,10103030838,30838,105,178,268
Rendufe,10103030839,30839,55,82,154
Ronfe,10103030840,30840,89,109,170
Briteiros (Salvador),10103030841,30841,62,95,73
Prazins (Santa Eufémia),10103030842,30842,22,37,65
Briteiros (Santa Leocádia),10103030843,30843,95,119,157
Airão (Santa Maria),10103030844,30844,40,61,101
Souto (Santa Maria),10103030845,30845,84,82,130
Candoso (Santiago),10103030846,30846,52,67,70
Briteiros (Santo Estêvão),10103030847,30847,18,45,87
Prazins (Santo Tirso),10103030848,30848,92,42,77
Sande (São Clemente),10103030849,30849,62,126,194
Selho (São Cristóvão),10103030850,30850,21,31,95
São Faustino,10103030851,30851,19,77,134
Caldas de Vizela (São João),10103030852,30852,0,0,28
Airão (São João Baptista),10103030853,30853,15,34,59
Selho (São Jorge),10103030854,30854,80,103,127
Sande (São Lourenço),10103030855,30855,106,168,122
Selho (São Lourenço),10103030856,30856,27,46,93
Candoso (São Martinho),10103030857,30857,56,73,114
Sande (São Martinho),10103030858,30858,58,107,136
