"Muni_ID","ID","Muni","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
1304,"1141304","Gondomar",13,13,13,12.3,11.6,10.9,10.2,9.5,8.8,8.1,7.4,6.7,6,5.5,5,4.5,4,3.5,3,2.5,2,1.5,1,1,1,1,1,1,1,1,1
1306,"1141306","Maia",13,13,13,12.8,12.6,12.4,12.2,12,11.8,11.6,11.4,11.2,11,9.9,8.8,7.7,6.6,5.5,4.4,3.3,2.2,1.1,0,0,0,0,0,0,0,0,0
1308,"1141308","Matosinhos",3,3,3,2.7,2.4,2.1,1.8,1.5,1.2,0.9,0.6,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1312,"1141312","Porto",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1313,"1141313","Póvoa de Varzim",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1315,"1141315","Valongo",3,3,3,2.7,2.4,2.1,1.8,1.5,1.2,0.9,0.6,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1316,"1141316","Vila do Conde",2,2,2,1.8,1.6,1.4,1.2,1,0.8,0.6,0.4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1317,"1141317","Vila Nova de Gaia",36,36,36,34.9,33.8,32.7,31.6,30.5,29.4,28.3,27.2,26.1,25,22.9,20.8,18.7,16.6,14.5,12.4,10.3,8.2,6.1,4,4,4,4,4,4,4,4,4
1301,"1151301","Amarante",9,9,9,8.4,7.8,7.2,6.6,6,5.4,4.8,4.2,3.6,3,2.9,2.8,2.7,2.6,2.5,2.4,2.3,2.2,2.1,2,2,2,2,2,2,2,2,2
1302,"1151302","Baião",2,2,2,1.9,1.8,1.7,1.6,1.5,1.4,1.3,1.2,1.1,1,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2,0.1,0,0,0,0,0,0,0,0,0
304,"1150304","Cabeceiras de Basto",4,4,4,3.9,3.8,3.7,3.6,3.5,3.4,3.3,3.2,3.1,3,2.8,2.6,2.4,2.2,2,1.8,1.6,1.4,1.2,1,1,1,1,1,1,1,1,1
106,"1150106","Castelo de Paiva",3,3,3,3,3,3,3,3,3,3,3,3,3,2.9,2.8,2.7,2.6,2.5,2.4,2.3,2.2,2.1,2,2,2,2,2,2,2,2,2
305,"1150305","Celorico de Basto",3,3,3,2.8,2.6,2.4,2.2,2,1.8,1.6,1.4,1.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1804,"1151804","Cinfães",0,0,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2,0.1,0,0,0,0,0,0,0,0,0
1303,"1151303","Felgueiras",3,3,3,2.8,2.6,2.4,2.2,2,1.8,1.6,1.4,1.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1305,"1151305","Lousada",0,0,0,0.3,0.6,0.9,1.2,1.5,1.8,2.1,2.4,2.7,3,2.8,2.6,2.4,2.2,2,1.8,1.6,1.4,1.2,1,1,1,1,1,1,1,1,1
1307,"1151307","Marco de Canaveses",16,16,16,15.3,14.6,13.9,13.2,12.5,11.8,11.1,10.4,9.7,9,8.2,7.4,6.6,5.8,5,4.2,3.4,2.6,1.8,1,1,1,1,1,1,1,1,1
1705,"1151705","Mondim de Basto",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1309,"1151309","Paços de Ferreira",3,3,3,2.8,2.6,2.4,2.2,2,1.8,1.6,1.4,1.2,1,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2,0.1,0,0,0,0,0,0,0,0,0
1310,"1151310","Paredes",2,2,2,2.7,3.4,4.1,4.8,5.5,6.2,6.9,7.6,8.3,9,8.3,7.6,6.9,6.2,5.5,4.8,4.1,3.4,2.7,2,2,2,2,2,2,2,2,2
1311,"1151311","Penafiel",8,8,8,8,8,8,8,8,8,8,8,8,8,7.3,6.6,5.9,5.2,4.5,3.8,3.1,2.4,1.7,1,1,1,1,1,1,1,1,1
1813,"1151813","Resende",5,5,5,4.5,4,3.5,3,2.5,2,1.5,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1709,"1151709","Ribeira de Pena",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,"1160104","Arouca",0,0,0,0.2,0.4,0.6,0.8,1,1.2,1.4,1.6,1.8,2,1.8,1.6,1.4,1.2,1,0.8,0.6,0.4,0.2,0,0,0,0,0,0,0,0,0
113,"1160113","Oliveira de Azeméis",2,2,2,2.5,3,3.5,4,4.5,5,5.5,6,6.5,7,6.4,5.8,5.2,4.6,4,3.4,2.8,2.2,1.6,1,1,1,1,1,1,1,1,1
109,"1160109","Santa Maria da Feira",6,6,6,7.6,9.2,10.8,12.4,14,15.6,17.2,18.8,20.4,22,20,18,16,14,12,10,8,6,4,2,2,2,2,2,2,2,2,2
116,"1160116","São João da Madeira",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,"1160119","Vale de Cambra",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1701,"1171701","Alijó",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1801,"1171801","Armamar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,"1170403","Carrazeda de Ansiães",0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1,1,1,1,1,1,1,1
404,"1170404","Freixo de Espada à Cinta",3,3,3,2.7,2.4,2.1,1.8,1.5,1.2,0.9,0.6,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1805,"1171805","Lamego",2,2,2,1.8,1.6,1.4,1.2,1,0.8,0.6,0.4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1704,"1171704","Mesão Frio",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1807,"1171807","Moimenta da Beira",1,1,1,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2,0.1,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1,1,1,1,1,1,1,1
1812,"1171812","Penedono",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,"1171708","Peso da Régua",0,0,0,0.2,0.4,0.6,0.8,1,1.2,1.4,1.6,1.8,2,1.8,1.6,1.4,1.2,1,0.8,0.6,0.4,0.2,0,0,0,0,0,0,0,0,0
1710,"1171710","Sabrosa",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1711,"1171711","Santa Marta de Penaguião",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1815,"1171815","São João da Pesqueira",0,0,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2,0.1,0,0,0,0,0,0,0,0,0
1818,"1171818","Sernancelhe",1,1,1,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1819,"1171819","Tabuaço",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1820,"1171820","Tarouca",1,1,1,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,"1170409","Torre de Moncorvo",2,2,2,1.9,1.8,1.7,1.6,1.5,1.4,1.3,1.2,1.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
410,"1170410","Vila Flor",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
914,"1170914","Vila Nova de Foz Côa",0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.4,0.6,0.8,1,1.2,1.4,1.6,1.8,2,2,2,2,2,2,2,2,2
1714,"1171714","Vila Real",11,11,11,10.5,10,9.5,9,8.5,8,7.5,7,6.5,6,5.7,5.4,5.1,4.8,4.5,4.2,3.9,3.6,3.3,3,3,3,3,3,3,3,3,3
401,"1180401","Alfândega da Fé",0,0,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.9,2,2,2,2,2,2,2,2,2
1702,"1181702","Boticas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,"1180402","Bragança",9,9,9,8.5,8,7.5,7,6.5,6,5.5,5,4.5,4,4.2,4.4,4.6,4.8,5,5.2,5.4,5.6,5.8,6,6,6,6,6,6,6,6,6
1703,"1181703","Chaves",2,2,2,2.1,2.2,2.3,2.4,2.5,2.6,2.7,2.8,2.9,3,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9,4,4,4,4,4,4,4,4,4
405,"1180405","Macedo de Cavaleiros",16,16,16,15,14,13,12,11,10,9,8,7,6,6.1,6.2,6.3,6.4,6.5,6.6,6.7,6.8,6.9,7,7,7,7,7,7,7,7,7
406,"1180406","Miranda do Douro",5,5,5,5.6,6.2,6.8,7.4,8,8.6,9.2,9.8,10.4,11,14.1,17.2,20.3,23.4,26.5,29.6,32.7,35.8,38.9,42,42,42,42,42,42,42,42,42
407,"1180407","Mirandela",5,5,5,5,5,5,5,5,5,5,5,5,5,6,7,8,9,10,11,12,13,14,15,15,15,15,15,15,15,15,15
408,"1180408","Mogadouro",25,25,25,30.1,35.2,40.3,45.4,50.5,55.6,60.7,65.8,70.9,76,76.6,77.2,77.8,78.4,79,79.6,80.2,80.8,81.4,82,82,82,82,82,82,82,82,82
1706,"1181706","Montalegre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1707,"1181707","Murça",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1712,"1181712","Valpaços",2,2,2,2.1,2.2,2.3,2.4,2.5,2.6,2.7,2.8,2.9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1713,"1181713","Vila Pouca de Aguiar",1,1,1,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,"1180411","Vimioso",4,4,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,10,11,12,13,14,15,16,17,18,19,19,19,19,19,19,19,19,19
412,"1180412","Vinhais",0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.4,0.6,0.8,1,1.2,1.4,1.6,1.8,2,2,2,2,2,2,2,2,2
101,"1610101","Águeda",7,7,7,8.4,9.8,11.2,12.6,14,15.4,16.8,18.2,19.6,21,19.2,17.4,15.6,13.8,12,10.2,8.4,6.6,4.8,3,3,3,3,3,3,3,3,3
102,"1610102","Albergaria-a-Velha",7,7,7,6.9,6.8,6.7,6.6,6.5,6.4,6.3,6.2,6.1,6,5.6,5.2,4.8,4.4,4,3.6,3.2,2.8,2.4,2,2,2,2,2,2,2,2,2
103,"1610103","Anadia",16,16,16,19.5,23,26.5,30,33.5,37,40.5,44,47.5,51,47.1,43.2,39.3,35.4,31.5,27.6,23.7,19.8,15.9,12,12,12,12,12,12,12,12,12
105,"1610105","Aveiro",36,36,36,33.1,30.2,27.3,24.4,21.5,18.6,15.7,12.8,9.9,7,6.7,6.4,6.1,5.8,5.5,5.2,4.9,4.6,4.3,4,4,4,4,4,4,4,4,4
108,"1610108","Estarreja",1,1,1,1.4,1.8,2.2,2.6,3,3.4,3.8,4.2,4.6,5,4.9,4.8,4.7,4.6,4.5,4.4,4.3,4.2,4.1,4,4,4,4,4,4,4,4,4
110,"1610110","Ílhavo",7,7,7,9.8,12.6,15.4,18.2,21,23.8,26.6,29.4,32.2,35,31.5,28,24.5,21,17.5,14,10.5,7,3.5,0,0,0,0,0,0,0,0,0
111,"1610111","Mealhada",5,5,5,5.6,6.2,6.8,7.4,8,8.6,9.2,9.8,10.4,11,10,9,8,7,6,5,4,3,2,1,1,1,1,1,1,1,1,1
112,"1610112","Murtosa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,"1610114","Oliveira do Bairro",3,3,3,3.6,4.2,4.8,5.4,6,6.6,7.2,7.8,8.4,9,8.3,7.6,6.9,6.2,5.5,4.8,4.1,3.4,2.7,2,2,2,2,2,2,2,2,2
115,"1610115","Ovar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,"1610117","Sever do Vouga",0,0,0,0.2,0.4,0.6,0.8,1,1.2,1.4,1.6,1.8,2,1.8,1.6,1.4,1.2,1,0.8,0.6,0.4,0.2,0,0,0,0,0,0,0,0,0
118,"1610118","Vagos",4,4,4,3.8,3.6,3.4,3.2,3,2.8,2.6,2.4,2.2,2,2.4,2.8,3.2,3.6,4,4.4,4.8,5.2,5.6,6,6,6,6,6,6,6,6,6
602,"1620602","Cantanhede",18,18,18,21.1,24.2,27.3,30.4,33.5,36.6,39.7,42.8,45.9,49,46.1,43.2,40.3,37.4,34.5,31.6,28.7,25.8,22.9,20,20,20,20,20,20,20,20,20
603,"1620603","Coimbra",40,40,40,41.5,43,44.5,46,47.5,49,50.5,52,53.5,55,52,49,46,43,40,37,34,31,28,25,25,25,25,25,25,25,25,25
604,"1620604","Condeixa-a-Nova",22,22,22,25.4,28.8,32.2,35.6,39,42.4,45.8,49.2,52.6,56,51.9,47.8,43.7,39.6,35.5,31.4,27.3,23.2,19.1,15,15,15,15,15,15,15,15,15
605,"1620605","Figueira da Foz",24,24,24,23,22,21,20,19,18,17,16,15,14,14.1,14.2,14.3,14.4,14.5,14.6,14.7,14.8,14.9,15,15,15,15,15,15,15,15,15
608,"1620608","Mira",2,2,2,1.9,1.8,1.7,1.6,1.5,1.4,1.3,1.2,1.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
610,"1620610","Montemor-o-Velho",28,28,28,27.5,27,26.5,26,25.5,25,24.5,24,23.5,23,22.1,21.2,20.3,19.4,18.5,17.6,16.7,15.8,14.9,14,14,14,14,14,14,14,14,14
613,"1620613","Penacova",5,5,5,6.4,7.8,9.2,10.6,12,13.4,14.8,16.2,17.6,19,17.9,16.8,15.7,14.6,13.5,12.4,11.3,10.2,9.1,8,8,8,8,8,8,8,8,8
615,"1620615","Soure",64,64,64,66.4,68.8,71.2,73.6,76,78.4,80.8,83.2,85.6,88,81.1,74.2,67.3,60.4,53.5,46.6,39.7,32.8,25.9,19,19,19,19,19,19,19,19,19
1004,"1631004","Batalha",5,5,5,5.9,6.8,7.7,8.6,9.5,10.4,11.3,12.2,13.1,14,13.3,12.6,11.9,11.2,10.5,9.8,9.1,8.4,7.7,7,7,7,7,7,7,7,7,7
1009,"1631009","Leiria",23,23,23,26.4,29.8,33.2,36.6,40,43.4,46.8,50.2,53.6,57,54,51,48,45,42,39,36,33,30,27,27,27,27,27,27,27,27,27
1010,"1631010","Marinha Grande",0,0,0,0.2,0.4,0.6,0.8,1,1.2,1.4,1.6,1.8,2,1.9,1.8,1.7,1.6,1.5,1.4,1.3,1.2,1.1,1,1,1,1,1,1,1,1,1
1015,"1631015","Pombal",97,97,97,97.4,97.8,98.2,98.6,99,99.4,99.8,100.2,100.6,101,98,95,92,89,86,83,80,77,74,71,71,71,71,71,71,71,71,71
1016,"1631016","Porto de Mós",33,33,33,35.8,38.6,41.4,44.2,47,49.8,52.6,55.4,58.2,61,55.8,50.6,45.4,40.2,35,29.8,24.6,19.4,14.2,9,9,9,9,9,9,9,9,9
1002,"1641002","Alvaiázere",24,24,24,35.1,46.2,57.3,68.4,79.5,90.6,101.7,112.8,123.9,135,122.6,110.2,97.8,85.4,73,60.6,48.2,35.8,23.4,11,11,11,11,11,11,11,11,11
1003,"1641003","Ansião",50,50,50,63,76,89,102,115,128,141,154,167,180,166,152,138,124,110,96,82,68,54,40,40,40,40,40,40,40,40,40
601,"1640601","Arganil",10,10,10,9.4,8.8,8.2,7.6,7,6.4,5.8,5.2,4.6,4,3.6,3.2,2.8,2.4,2,1.6,1.2,0.8,0.4,0,0,0,0,0,0,0,0,0
1007,"1641007","Castanheira de Pêra",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1008,"1641008","Figueiró dos Vinhos",4,4,4,4,4,4,4,4,4,4,4,4,4,3.6,3.2,2.8,2.4,2,1.6,1.2,0.8,0.4,0,0,0,0,0,0,0,0,0
606,"1640606","Góis",0,0,0,0.2,0.4,0.6,0.8,1,1.2,1.4,1.6,1.8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
607,"1640607","Lousã",18,18,18,18.1,18.2,18.3,18.4,18.5,18.6,18.7,18.8,18.9,19,17.6,16.2,14.8,13.4,12,10.6,9.2,7.8,6.4,5,5,5,5,5,5,5,5,5
609,"1640609","Miranda do Corvo",15,15,15,16.3,17.6,18.9,20.2,21.5,22.8,24.1,25.4,26.7,28,25.8,23.6,21.4,19.2,17,14.8,12.6,10.4,8.2,6,6,6,6,6,6,6,6,6
611,"1640611","Oliveira do Hospital",12,12,12,12.8,13.6,14.4,15.2,16,16.8,17.6,18.4,19.2,20,18.2,16.4,14.6,12.8,11,9.2,7.4,5.6,3.8,2,2,2,2,2,2,2,2,2
612,"1640612","Pampilhosa da Serra",0,0,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2,0.1,0,0,0,0,0,0,0,0,0
1013,"1641013","Pedrógão Grande",1,1,1,1.3,1.6,1.9,2.2,2.5,2.8,3.1,3.4,3.7,4,3.6,3.2,2.8,2.4,2,1.6,1.2,0.8,0.4,0,0,0,0,0,0,0,0,0
614,"1640614","Penela",40,40,40,46.9,53.8,60.7,67.6,74.5,81.4,88.3,95.2,102.1,109,98.8,88.6,78.4,68.2,58,47.8,37.6,27.4,17.2,7,7,7,7,7,7,7,7,7
616,"1640616","Tábua",55,55,55,50.9,46.8,42.7,38.6,34.5,30.4,26.3,22.2,18.1,14,14.1,14.2,14.3,14.4,14.5,14.6,14.7,14.8,14.9,15,15,15,15,15,15,15,15,15
617,"1640617","Vila Nova de Poiares",16,16,16,16.7,17.4,18.1,18.8,19.5,20.2,20.9,21.6,22.3,23,20.9,18.8,16.7,14.6,12.5,10.4,8.3,6.2,4.1,2,2,2,2,2,2,2,2,2
901,"1650901","Aguiar da Beira",2,2,2,1.9,1.8,1.7,1.6,1.5,1.4,1.3,1.2,1.1,1,2.3,3.6,4.9,6.2,7.5,8.8,10.1,11.4,12.7,14,14,14,14,14,14,14,14,14
1802,"1651802","Carregal do Sal",36,36,36,34,32,30,28,26,24,22,20,18,16,14.6,13.2,11.8,10.4,9,7.6,6.2,4.8,3.4,2,2,2,2,2,2,2,2,2
1803,"1651803","Castro Daire",0,0,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1806,"1651806","Mangualde",29,29,29,27.8,26.6,25.4,24.2,23,21.8,20.6,19.4,18.2,17,15.7,14.4,13.1,11.8,10.5,9.2,7.9,6.6,5.3,4,4,4,4,4,4,4,4,4
1808,"1651808","Mortágua",2,2,2,3.9,5.8,7.7,9.6,11.5,13.4,15.3,17.2,19.1,21,19.1,17.2,15.3,13.4,11.5,9.6,7.7,5.8,3.9,2,2,2,2,2,2,2,2,2
1809,"1651809","Nelas",5,5,5,5.4,5.8,6.2,6.6,7,7.4,7.8,8.2,8.6,9,8.5,8,7.5,7,6.5,6,5.5,5,4.5,4,4,4,4,4,4,4,4,4
1810,"1651810","Oliveira de Frades",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1811,"1651811","Penalva do Castelo",7,7,7,7.2,7.4,7.6,7.8,8,8.2,8.4,8.6,8.8,9,8.5,8,7.5,7,6.5,6,5.5,5,4.5,4,4,4,4,4,4,4,4,4
1814,"1651814","Santa Comba Dão",50,50,50,49,48,47,46,45,44,43,42,41,40,36.8,33.6,30.4,27.2,24,20.8,17.6,14.4,11.2,8,8,8,8,8,8,8,8,8
1816,"1651816","São Pedro do Sul",3,3,3,3.4,3.8,4.2,4.6,5,5.4,5.8,6.2,6.6,7,7.3,7.6,7.9,8.2,8.5,8.8,9.1,9.4,9.7,10,10,10,10,10,10,10,10,10
1817,"1651817","Sátão",5,5,5,4.9,4.8,4.7,4.6,4.5,4.4,4.3,4.2,4.1,4,4.8,5.6,6.4,7.2,8,8.8,9.6,10.4,11.2,12,12,12,12,12,12,12,12,12
1821,"1651821","Tondela",36,36,36,37.3,38.6,39.9,41.2,42.5,43.8,45.1,46.4,47.7,49,45.4,41.8,38.2,34.6,31,27.4,23.8,20.2,16.6,13,13,13,13,13,13,13,13,13
1822,"1651822","Vila Nova de Paiva",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1823,"1651823","Viseu",37,37,37,37.7,38.4,39.1,39.8,40.5,41.2,41.9,42.6,43.3,44,41.6,39.2,36.8,34.4,32,29.6,27.2,24.8,22.4,20,20,20,20,20,20,20,20,20
