Muni_ID,ID,Muni,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
312,1130312,Vila Nova de Famalicão,0,15546.13,20132,19586.72,19000,15854.586,1795.72,5456.42,4368.74,1075.38,0,307.34
314,1130314,Vizela,0,0,0,0,0,0,0,0,0,0,0,0
107,1140107,Espinho,0,979.04,1037.94,1910.48,2269.71,3286.09,0,0,316.02,3242.38,3015.1,0
1304,1141304,Gondomar,0,2403,2300.9,2991.83,3312.62,3679,3796,572,65,0,0,0
1306,1141306,Maia,10364,412.24,6321.525,6288.41,5573.34,6340.3,13012.64,5426.8,5141.02,6359.4,0,5320.52
1308,1141308,Matosinhos,0,4423.234,1528.34,3183.08,3623.1,4220.26,1801.8,2925,1353.3,70.2,7.8,0
1312,1141312,Porto,44437.26,18201.35,16994.78,16921.87,15466.63,15848.166,12435.79,15193.92,14293.97,11579.38,0,0
1313,1141313,Póvoa de Varzim,0,9,300,20.48,11.94,13.06,0,55.78,49.04,0,0,0
1315,1141315,Valongo,22194,9238,12324,10472.672,8562.37,9412.72,0,4062.3,7819,11010.27,8607,9910.09
1316,1141316,Vila do Conde,0,47.681,51.12,58.402,48.522,2316.485,5192.6,0,0,0,0,0
1317,1141317,Vila Nova de Gaia,36546,17441.84,19688.14,20218.12,18147,17044,0,0,0,0,0,0
1301,1151301,Amarante,0,1373.8,1662.8,983.3,1189,3636,598,309,149.92,122.99,1039.99,1033.63
1302,1151302,Baião,0,0,0,0,0,0,0,0,0,0,0,0
304,1150304,Cabeceiras de Basto,0,0,0,0,0,0,0,0,0,0,275,0
106,1150106,Castelo de Paiva,0,0,0,0,0,0,0,0,0,0,0,0
305,1150305,Celorico de Basto,0,100,140,250,146,613,313.96,87.4,77.08,136.8,32.48,107.36
1804,1151804,Cinfães,0,0,0,0,0,0,0,0,0,0,0,0
1303,1151303,Felgueiras,0,1706,405,530,538,541,850.08,0,0,0,0,0
1305,1151305,Lousada,0,80,48,243,323,567,450,0,779.14,1548.22,768.87,881.42
1307,1151307,Marco de Canaveses,0,1306,1575.5,1800,1.548,1625,793,533,91,0,234,1217
1705,1151705,Mondim de Basto,0,0,0,0,0,0,0,0,0,0,0,0
1309,1151309,Paços de Ferreira,0,355,1552.757,1740,1764,2292,3156,1692,36,24,528,3074
1310,1151310,Paredes,0,0,0,0,0,5,1950,0,25.79,0,0,0
1311,1151311,Penafiel,0,0.1,0.11,0.12,36.0001,0.0012,0,0,20.1,68.54,4.3,20
1813,1151813,Resende,0,0,90.56,176.82,210.56,379.24,162.76,0,0,235.78,216.52,290.66
1709,1151709,Ribeira de Pena,0,540,540,4.42,16.06,37.78,16.64,8.32,0,36.9,4.02,15.66
104,1160104,Arouca,0,0,0,0,0,0,0,0,0,0,0,0
113,1160113,Oliveira de Azeméis,74.96,366.7,884,493.18,1994.47,1064.475,0,250,0,0,0,0
109,1160109,Santa Maria da Feira,0,0,0,46.5,4.08,6.9,0,0,0,108.68,74.31,0
116,1160116,São João da Madeira,0,0,0,0,0,0,0,0,0,0,0,0
119,1160119,Vale de Cambra,0,0,21.6,0,0,0,0,0,0,0,0,0
1701,1171701,Alijó,0,0.1,146.78,138.42,144.62,145.98,35.67,6.9,546.54,471.08,466.9,442.56
1801,1171801,Armamar,0,0,130,140,53.66,66.22,10.04,0,0,57.92,53.26,123.58
403,1170403,Carrazeda de Ansiães,36,7,7,12,18,12.56,0,0,0,0,0,0
404,1170404,Freixo de Espada à Cinta,0,0,0,0,0,0,0,0,0,0,0,0
1805,1171805,Lamego,0,0,1165.3,477.5,1177.6,1109.71,249.5,0,81.5,1686.94,1913.38,1916.34
1704,1171704,Mesão Frio,0,0,0,0,0,0,0,0,0,0,0,0
1807,1171807,Moimenta da Beira,0,0,518.48,506.2,390.94,443.08,176.748,0,0,267.86,168.2,182.16
1812,1171812,Penedono,0,0,0,0,0,0,0,0,0,0,0,0
1708,1171708,Peso da Régua,0,0,664,1121.76,1333.98,1050.48,0,324.096,1458.1,1416.74,1075.5,1863.04
1710,1171710,Sabrosa,0,0,134.48,69.04,75.4,113.9,0,17.07,135.32,215.32,139.34,194.84
1711,1171711,Santa Marta de Penaguião,0,0,0,0,0,0,0,0,0,0,0,0
1815,1171815,São João da Pesqueira,0,0,228,247.42,239.18,293.04,81,0,0,598.66,560,384.339
1818,1171818,Sernancelhe,0,0,0,0,0,0,0,0,0,0,0,0
1819,1171819,Tabuaço,0,0,34,103.54,67.84,127.75,14.4,0,0,129.76,47.5,90.46
1820,1171820,Tarouca,0,0,364.4,328,284.78,354.37,65.192,0,0,474.24,356,478.48
409,1170409,Torre de Moncorvo,0,0,816,979,647.14,1157.36,36.94,17.075,0,0,136.035,478.605
410,1170410,Vila Flor,0,4.412,5.518,2,9.903,0,56.8,0,0,0,0,0
914,1170914,Vila Nova de Foz Côa,0,613,1379.24,651.81,0,0,0,0,0,0,0,0
1714,1171714,Vila Real,12899.36,0,2819,2351.36,2468.26,2998.28,0,668.757,3827.036,3322.36,3793.74,3964.605
401,1180401,Alfândega da Fé,0,0,0,0,0,0,0,0,0,0,0,0
1702,1181702,Boticas,0,0,0,0,0,0,0,0,0,0,0,0
402,1180402,Bragança,0,0,1145.5,908.8,479.9,713.29,0,0,0,0,0,277.96
1703,1181703,Chaves,0,0,155.4,1177.02,900.02,2152.28,4347.76,1759.87,1400.6,1996.64,1290,1398.352
405,1180405,Macedo de Cavaleiros,0,0,559,598,481,267.04,0,0,0,0,0,155.48
406,1180406,Miranda do Douro,0,0,0,0,0,0,0,0,0,0,0,0
407,1180407,Mirandela,0,0,1303,1534,793.19,631.6,0,0,0,0,164.88,597.82
408,1180408,Mogadouro,0,0,0,0,0,0,0,0,0,70.5,49.28,0
1706,1181706,Montalegre,0,0,89.46,50.56,14.42,15.12,0,0,31.7,40.34,35.72,29.92
1707,1181707,Murça,0,0,32.3,116.74,35,143.94,91.89,0,230.32,190.22,248.06,97.36
1712,1181712,Valpaços,0,0,274.96,184.36,207.06,196.04,213.12,403.8,429.24,476.84,269.7,393.48
1713,1181713,Vila Pouca de Aguiar,0,0,180.44,0,141.48,117.92,490.48,46.62,182.32,230.26,223.92,204.66
411,1180411,Vimioso,0,3.1,2.5,3.5,11.5,26,26,0,0,0,0,0
412,1180412,Vinhais,0,0,20,4.12,274.06,18,16,0,0,0,0,0
101,1610101,Águeda,0,15,16.6,82,716,777.29,646.1,1866.89,2222.099,3236.57,2351.5,0
102,1610102,Albergaria-a-Velha,0,0,0,0,0,0,0,0,0,0,0,0
103,1610103,Anadia,0,0.08,72.41,0.467,0.03,0,0,0,418.74,118.38,0,0
105,1610105,Aveiro,18662.92,6057.89,5925.62,5051,6566.43,6138.42,0,0,550.08,6734.64,7051.48,0
108,1610108,Estarreja,0,0,0,0,0,0,0,0,0,0,0,0
110,1610110,Ílhavo,0,2655.93,3689.68,3759.11,4148.02,4980.06,0,0,0,0,4303.05,4619.66
111,1610111,Mealhada,0,0,1370,400,572.036,58.712,1834,14,0,230.86,1439.11,780.44
112,1610112,Murtosa,0,0,0,0,0,0,0,0,0,0,0,0
114,1610114,Oliveira do Bairro,0,1366,140,61,37,0,0,1.7,0,0,0,0
115,1610115,Ovar,144,108,13.17,81.098,62.611,0,0,0,0,0,0,0
117,1610117,Sever do Vouga,0,0,0,0,0,0,0,48,35,290,193,0
118,1610118,Vagos,0,0,0,0,5.52,0,0,0,0,0,0,0
602,1620602,Cantanhede,43.96,86.88,224.54,56.613,133.88,97.22,0,0,0.29,7078.155,0,0
603,1620603,Coimbra,0,1811,2201.914,6520.107,2744.96,5841.92,2420.88,2155.34,1452.34,908.12,111.08,427.65
604,1620604,Condeixa-a-Nova,0,83,127,444,494,869.48,0,528,474,268,0,0
605,1620605,Figueira da Foz,5807.4,2318.25,3783.63,4093.75,2072.28,2118,3267,0,0,1181,698,418
608,1620608,Mira,0,0,0,0,0,0,0,0,6.32,0,9,0
610,1620610,Montemor-o-Velho,114,19.5,74.2,10,10,6,0,0,0,54.56,0,0
613,1620613,Penacova,0,0,0,152,220,276,0,137,114,20,0,0
615,1620615,Soure,0,32,90,1308.65,252.84,298.81,0,270,180,30,0,0
1004,1631004,Batalha,72,23,12,20.96,0,50.22,0,0,0,0,0,0
1009,1631009,Leiria,6300,407.045,5641,6040.55,10518.86,8179.9,56,1161,1172,3746,1908,1687.6
1010,1631010,Marinha Grande,0,0,5,0,0,0,0,0,0,0,0,0
1015,1631015,Pombal,14451,1408.95,1312.25,3966.9,1800,1649.65,3075.14,2122.6,1753.53,777.78,2032.36,2303.85
1016,1631016,Porto de Mós,0,0,0,0,0,0,0,0,0,0,0,0
1002,1641002,Alvaiázere,0,704.64,1225,0.000368,0.0042,0,270,0.4,480,620,0.72,0
1003,1641003,Ansião,0,1098,1236,114,90,110,0,80,160,50,0,0
601,1640601,Arganil,0,0,0,0,182,426,0,280,340,71.519,0,0
1007,1641007,Castanheira de Pêra,0,0,0,0,0,0,0,0,0,0,0,0
1008,1641008,Figueiró dos Vinhos,0,1,447.12,0,408.665,460.224,586.45,232.92,211.1,170,176.72,179.14
606,1640606,Góis,0,0,0,0,0,0,0,30,0,0,0,0
607,1640607,Lousã,63,27,42,29,84.5,465.5,0,435,0,143,0,0
609,1640609,Miranda do Corvo,0,0,0,0,10,336,0,240,150,190,0,0
611,1640611,Oliveira do Hospital,0,0,0,244,182.38,224.17,22.04,0,0,37.68,3.54,0
612,1640612,Pampilhosa da Serra,0,0,0,0,0,0,0,0,0,0,0,0
1013,1641013,Pedrógão Grande,0,0,0,0,319.2,453.757,617.256,375.96,445.56,438.62,309.24,125.38
614,1640614,Penela,0,0,0,0,1.143,0,0,150,170,30,0,0
616,1640616,Tábua,0,0,0,0,0,0,0,0,0,0,0,0
617,1640617,Vila Nova de Poiares,0,0,0,0,0,42,0,50,50,10,0,0
901,1650901,Aguiar da Beira,0,0,0,0,35.53,13.635,0,0,0,34.2,0,0
1802,1651802,Carregal do Sal,0,0,0,0,40.27,179,0,0,0,0,0,40.46
1803,1651803,Castro Daire,0,0,0,0,0,0,0,0,0,0,0,0
1806,1651806,Mangualde,0,0,0,0,0,0,0,0,0,0,0,0
1808,1651808,Mortágua,0,0,0,0,0,0,0,0,0,0,0,0
1809,1651809,Nelas,0,0,0,0,0,187.6,3449.48,1900,1064,953.2977,427.56,22.58
1810,1651810,Oliveira de Frades,0,1105,1348.25,261,2.34,0,0,0,0,227.28,293,0
1811,1651811,Penalva do Castelo,0,0,0,0,0,0,0,0,0,3.36,0,0
1814,1651814,Santa Comba Dão,0,0,0,10.86,0,52.52,0,420,532,90.791,10,0
1816,1651816,São Pedro do Sul,2372,255.918,425.45,1084.5,1073.28132,1004.419,787.636,433.64,144,213.3,313,267
1817,1651817,Sátão,0,0,0,0,0,0,0,0,0,335,433,0
1821,1651821,Tondela,313.5,1664,1125,1569,3984.4,3190.1,1668,1095,824,593,235,83.1
1822,1651822,Vila Nova de Paiva,0,0,0,0,0,0,0,0,71,1677,1108,0
1823,1651823,Viseu,52.58,1,257.331,675.404,2148.196,2262.969,3798.872,1887.56,734.94,941.29,1677.87,4976.2
1824,1651824,Vouzela,992,564.2,399,480,0,1020,0,0,0,395,460,420
1413,1661413,Mação,0,0,0,0,0,0,0,0,0,0,7.9,60.6
506,1660506,Oleiros,0,0,0,0,0,0,0,0,0,0,0,0
508,1660508,Proença-a-Nova,0,0,0,0,261.83,357.951,507.7,143.26,49.5,0,0,0
509,1660509,Sertã,0,0,0,0,0,0,0,0,0,0,0,0
510,1660510,Vila de Rei,0,0,0,0,0,0,0,3.12,58.5,17.64,0,0
905,1670905,Fornos de Algodres,0,0,0,0,0,0,0,0,0,0,0,0
906,1670906,Gouveia,0,0,0,0,18.145,92.51,13.12,0,0,55.16,0,0
912,1670912,Seia,0,265,522,1240.6,1080.539,1051.23,360.4,810.73,672.22,747.5,385.14,218.14
902,1680902,Almeida,0,0,0,25,35.715,41.08,0,0,0,111.96,5,0
903,1680903,Celorico da Beira,0,0,0,0,0,28.99,7.58,15.96,40.02,38.06,8.34,0
904,1680904,Figueira de Castelo Rodrigo,0,0,0,1,43.5,25.255,0,0,0,0,0,0
907,1680907,Guarda,0,2428,1698,1453.56,1440.253,1460.58,391,1094.526,1320.32,1108.48,2426.46,669
908,1680908,Manteigas,0,0,0,6.32,5.79,6.7,4.8,7.555,4.835,2.418,2.4,3.12
909,1680909,Mêda,0,0,0,0,0,0,0,0,0,0,0,0
910,1680910,Pinhel,0,0,0,39.08,256.165,863.99,567.632,1210.58,683.2,636.8,4.76,0
911,1680911,Sabugal,0,0,0,26,23.41,9.26,11.76,0,0,0,0,0
913,1680913,Trancoso,0,0.9,0,0,0,0,0,0,0,0,0,0
502,1690502,Castelo Branco,0,0,0,0,1514.453,1446.075,1700.35,2015.24,546.91,0,0,751.8
505,1690505,Idanha-a-Nova,0,0,0,0,0,7.28,0,0,0,0,0,0
507,1690507,Penamacor,0,0,0,0,0,27.32,29.82,0,0,28.4,3.78,0
511,1690511,Vila Velha de Ródão,0,0,0,0,116.385,171.926,207.59,70.4,18.92,0,0,18.42
501,16A0501,Belmonte,0,0,34,3.088,27.69,17.24,0,17.34,25.18,6.08,10.48,0
503,16A0503,Covilhã,0,0,2,1.477,0,0,5312.8,1339.31,1881.21,1301.385,318.6,920.4
504,16A0504,Fundão,0,260,128,471.008,128.435,123.88,96.02,328.36,903.02,1436.52,467.56,0
1001,16B1001,Alcobaça,0,0,0,7.32,4750.51,4688.011,88.36,23.34,173.37,562.12,3637.52,4173.94
1101,16B1101,Alenquer,0,0,10.195,666.32,558.92,1050.762,4343.124,1925.75,1876.3,2024.84,2306.24,2662.54
1102,16B1102,Arruda dos Vinhos,0,0,0,0,259.24,249.22,785.378,351.7,537.12,26.62,177.12,983.5
1005,16B1005,Bombarral,0,0,0,0,10,9.146,0,0,0,0,0,0
1104,16B1104,Cadaval,0,0,0,0,35,62.297,85.812,51.47,314.68,176.96,44.94,340.4
1006,16B1006,Caldas da Rainha,2334.8,1149.44,2014.26,3619,2644.6,2222.4,6349.38,3302,3382.614,1435.21,0,179.3
1108,16B1108,Lourinhã,467.2,0,104.24,484.982,756.64,1023.164,2681.996,1330.44,1369.56,1617.96,2184.96,2268.39
1011,16B1011,Nazaré,0,0,79,340.24,63.76,1592.652,4039,2077.12,1364.68,1884.8,2433.52,2930.86
1012,16B1012,Óbidos,22643,9930.73,10580.36,12177.23,1677.16,1514.747,1293.506,444.9,397.62,644.06,303.96,322.9
1014,16B1014,Peniche,6506,3673,2412.615,3046.307,2451.211,3134.692,3212.56,1111.19,1346.62,457.2,146.68,271.18
1112,16B1112,Sobral de Monte Agraço,0,0,0,0,173.52,146.575,349.978,164.69,287.06,247.08,186.92,172.92
1113,16B1113,Torres Vedras,300,781.52,2397.94,1155.06,4490.804,5021.95,1163.58,604.03,560.52,712.12,603.6,1017.29
1401,16C1401,Abrantes,2548,2.4,764.28,828.74,532.32,682.4,0,0,0,0,0,0
1402,16C1402,Alcanena,0,0,0,0,0,5.41,0,0,0,0,0,235
1408,16C1408,Constância,0,42.425,83.2,0,0,0,0,2.74,0,0,0,0
1410,16C1410,Entroncamento,0,0,0,0,0,0,0,0,0,0,0,0
1411,16C1411,Ferreira do Zêzere,45514,0,0,0,133.27,72928.416,239.89,106.04,612.26,1962.13,84.78,128.98
1421,16C1421,Ourém,2000,1722.16,838.35,4664.62,2713.36,1461.96,1772,1558.72,1338.26,2222,900,849.92
1417,16C1417,Sardoal,0,14.35,59.13,26.315,11.45,12.1,26.3,19.2,30.2,15.7,27.42,72.78
1418,16C1418,Tomar,12166.16,4670,7073.97,7963.19,7014.465,3852.094,5680.21,900,1275,2802,2475,1677
1419,16C1419,Torres Novas,0,0,0,0,2.86,87.86,7733.88,7362.41,4290.958,3774.99,4048.12,0
1420,16C1420,Vila Nova da Barquinha,0,0,0,0,0,0,0,0,0,0,0,802.48
1115,1711115,Amadora,0,9,11.9,174.05,0,6.04,8,0,0,0,0,0
1105,1711105,Cascais,0,0,0,22.16,1737.92,13827.11,0,18.16,142.36,4695.84,0,0
1106,1711106,Lisboa,74910,27344.08,31523.035,35160.448,42514.46,46975.96,49917.34,47758,40215.96,45668.15,55380.94,57352.44
1107,1711107,Loures,50548,25429.75,26647.27,26211.8,22744,23496.27999,31128.29,20943.25,18711.33,19524.96,25008.18,22588.57
1109,1711109,Mafra,218,5120.22,5044.2,4150,3674,4747.36,0,2090,2996.16,2085,1962.755,96
1116,1711116,Odivelas,0,0,0,0,0,0,0,0,0,0,0,0
1110,1711110,Oeiras,23364,5.48,298.31,675.24,235.62,820.32,0,0,0,0,0,0
1111,1711111,Sintra,18.596,65.36,183.091,92.005,17.24,55.06,0,0,0,10.08,0,0
1114,1711114,Vila Franca de Xira,0,32.59,1280.09,2697.17,4396.39,4914.69,3609.61,4985.38,836.54,174.42,8012.56,6144.24
1502,1721502,Alcochete,960,0,818.88,700,700,680,720,720,540,680,0,0
1503,1721503,Almada,0,7361,10826.117,13765.829,8864.29,13915.67,6300,3433.26,4150.1,6570,7896.28,14490
1504,1721504,Barreiro,0,0,16.04,0,25,451.14,1569.88,1299.22,0,790.92,2401.77,0
1506,1721506,Moita,0,0,0,0,9.2,0,2715,2930,2833,0,300,2966.04
1507,1721507,Montijo,0,77.34,636.1,52.8,1,119.36,4.6,0,1.32,3860.53,897.51,0
1508,1721508,Palmela,0,0,31.5,1519,1841.06,2370.34,38.64,8.12,232.14,494.73,260.64,0
1510,1721510,Seixal,0,0,37.08,268.115,50.5,3086.12,0,14.58,0,0,985.79,0
1511,1721511,Sesimbra,0,2.32,0,6.8,6,0,0,60.84,0,26.9,1229.92,0
1512,1721512,Setúbal,14906,8160.22,11242.96,16233.63,16336.7,18085.92,6744,6528,858.8,1777.14,126.06,0
1501,1811501,Alcácer do Sal,0,0,0,0,0,0,4490.65,5070.44,2150.72,3079.74,3849.51,378.56
1505,1811505,Grândola,64.44,92.94,53.06,119.16,85.12,146.36,0,0,0,0,0,0
211,1810211,Odemira,0,0,7,6,72.38,9.08,0,0,188.3,446.3,0,0
1509,1811509,Santiago do Cacém,0,0,0,0,0,0,0,0,0,0,0,0
1513,1811513,Sines,0,0,1154.82,1640.17,1060,1016.16,0,0,0,0,0,0
1201,1821201,Alter do Chão,0,0,0,0,183.18,0.0001,0,0,0,0,0,0
1202,1821202,Arronches,0,80,70,40,123.32,9.16,228.92,0,0,0,0,109.14
1203,1821203,Avis,0,0,0,0,0,0,0,0,0,0,36.3,28.8
1204,1821204,Campo Maior,0,0,2.12,0,0.96,64.56,489.06,0,0,0,41.82,30.84
1205,1821205,Castelo de Vide,0,260,20,134.27,125.32,125.82,544.92,199.16,0,0,222.42,129.72
1206,1821206,Crato,0,0.0001,38,55.78,82.66,88.42,487.1,262.42,0,0,170.02,123.24
1207,1821207,Elvas,0,517.001,266,833.64,739.24,514.9001,879.755,101.2,412.36,0,340.1,940.18
1208,1821208,Fronteira,0,0,0,0,269.8,98.84,283.56,0,0,0,0,112.76
1209,1821209,Gavião,0,0.01,9,5,53,228.8001,858.04,211.9,0,0,0,66.26
1210,1821210,Marvão,0,461.5,31.69,57.469,61.812,51.009,274.78,23.06,55.54,0,92,33.3
1211,1821211,Monforte,0,0.01,0.01,0,0,0,0,0,0,0,0,0
707,1820707,Mora,0,0,0,0,0,0,0,0,0,0,0,0
1212,1821212,Nisa,0,0,0,320,72,310.45,109.346,24.38,0,0,0,134.34
1213,1821213,Ponte de Sor,0,0.01,62,63.34,47.96,25.1202,35.36,14.54,0,19.44,163.43,12.32
1214,1821214,Portalegre,5487,3516.001,3304,3271.58,3059,3225,2488.28,1649.82,2130.87,2189.66,1357.62,1152.68
701,1830701,Alandroal,0,0,29.04,0,0,0,0,0,0,0,0,0
702,1830702,Arraiolos,0,0,0,0,0,0,0,0,0,0,0,0
703,1830703,Borba,0,0,0,0,0,0,0,0,0,0,0,0
704,1830704,Estremoz,0,0,0,0,8.47,0,0,0,0,0,0,0
705,1830705,Évora,0,0,0,0,3315,2949,6875.56,3221.98,0,0,116.58,76.84
706,1830706,Montemor-o-Novo,0,61.96,43.1,37.9,21.92,82.62,19.92,0,85.04,518.14,403.48,0
708,1830708,Mourão,0,0,0,0,0,0,0,0,0,0,0,0
709,1830709,Portel,0,13215,20000,21000,22050,21588.93,22670,18335,15160,0,0,0
710,1830710,Redondo,0,0,0,0,0,0,0,0,0,0,0,0
711,1830711,Reguengos de Monsaraz,0,0,0,0,0,0,0,0,0,0,0,0
1215,1831215,Sousel,507.36,0,556,90,129,132.9801,194.32,0,118.86,0,0,170.32
712,1830712,Vendas Novas,0,0,0,0,67.9,0,0,0,0,0,0,0
713,1830713,Viana do Alentejo,0,0,0,0,15000,16000,16600,0,16936,0,0,0
714,1830714,Vila Viçosa,0,0,10.8,2.46,2.46,2.38,0,0,0,0,0,0
201,1840201,Aljustrel,0,0,41.58,0,0,173.36,0,0,0,0,0,0
202,1840202,Almodôvar,0,0.45,0.35,0,0.1,0,0,0,0,0,0,0
203,1840203,Alvito,0,4,370.14,4,5.06,783.9,0,0,0,0,0,0
204,1840204,Barrancos,0,0,0,0,0,0,0,0,0,0,0,0
205,1840205,Beja,0,0,0,12,0,4.82,0,0,0,0,0,0
206,1840206,Castro Verde,0,0,0,2399.7,0,0,0,0,0,0,0,0
207,1840207,Cuba,0,0,0,0,22,0,0,0,0,0,0,0
208,1840208,Ferreira do Alentejo,0,0,0,0,0,0,0,0,0,0,0,0
209,1840209,Mértola,0,0,0,0,0,0,0,0,0,0,0,0
210,1840210,Moura,0,35.51,0,834,0.00001,0.00001,0,0,0,0,0,0
212,1840212,Ourique,0,26.7,0,0,0,0,0,0,0,0,0,0
213,1840213,Serpa,0,0,0,0,30,0,0,0,16.4,0,0,0
214,1840214,Vidigueira,0,303.83,1.104,15.57,3.235,53.715,0,0,0,0,0,0
1403,1851403,Almeirim,0,0,0,36,52.5,44.2,0,0,0,20.42,83.24,0
1404,1851404,Alpiarça,0,0,0,0,1332.8,0,0,0,0,0,0,0
1103,1851103,Azambuja,0,59,29.98,143.57,232.654,111.012,364.36,171.61,125.6,177.12,231.3,264.82
1405,1851405,Benavente,52.6,404.5,942,739.74,1387.54,1474.92,0,0,14.38,1733.13,1353.98,130.8
1406,1851406,Cartaxo,0,0,0,0,0,677.84,0,0,0,0,0,1073.07
1407,1851407,Chamusca,0,0,0,180,5122.5,5.68,249.56,0,0,58.52,102.08,0
1409,1851409,Coruche,0,0,0,273.6,406.6,416.8,0,0,21.28,501.26,456.52,0
1412,1851412,Golegã,0,0,0,58.84,43.23,46.38,47.76,210.68,97.4,290.48,676.5,11.3
1414,1851414,Rio Maior,0,0,0,0,55,2747.157,8.56,12.97,11.14,37,30.28,45.86
1415,1851415,Salvaterra de Magos,0,4.28,0,2.44,866.5,60.5,0,0,0,3.46,21.4,0
1416,1851416,Santarém,0,5672.42,2092,1925,1669.6,1308,698,758,498,266,12,107.6
801,1500801,Albufeira,4214,0,998.15,7966.28,8793.44,8578.65,6878.92,4423.5,2394.73,3077.61,2582.77,0
802,1500802,Alcoutim,0,0,0,0,0,0,0,0,0,0,0,0
803,1500803,Aljezur,0,0,0,300,226.64,581.04,0,0,0,0,0,0
804,1500804,Castro Marim,0,0,0,0,0,0,0,0,0,0,0,0
805,1500805,Faro,0,25.32,5.3,0,0,734.2,0,0,0,0,0,0
806,1500806,Lagoa,0,150.58,48.7,675.28,648.72,852.18,0,0,0,0,0,0
807,1500807,Lagos,1174,1157,910.88,2001.72,963.38,1533.5,0,0,0,0,0,0
808,1500808,Loulé,160,2554.9267,8775,8264.09,9539.58,9639.74,2096,3164.1,594,1045.26,158.32,0
809,1500809,Monchique,0,0,0,0,0,0,0,0,0,0,0,0
810,1500810,Olhão,0,0,0,785.07,945.09,1081.29,1460,0,0,0,0,0
811,1500811,Portimão,0.96,0,64,0,0,0,0,0,0,0,0,0
812,1500812,São Brás de Alportel,0,0,0,0,0,0,0,0,0,0,0,0
813,1500813,Silves,0,46.584,118.648,1058.3,321,383.54,750.2,0,0,0,0,0
814,1500814,Tavira,0,22,608.922,2272.69266,2066.68,2323.38,0,0,0,0,0,0
815,1500815,Vila do Bispo,0,0,0,80.18,0,0,0,0,0,0,0,0
816,1500816,Vila Real de Santo António,0,0,0,0,0,0,0,0,0,0,0,0
